timestamp,event_id,username,source_ip
Wed Feb 25 10:26:46 2026,4624,DESKTOP$,192.168.40.21
Wed Feb 25 10:26:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:26:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:25:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:25:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:24:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:05 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:24:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:05 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:24:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:05 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:24:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:05 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:24:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:05 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:24:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:00 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:24:00 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:24:00 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:24:00 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:23:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:23:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:22:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:22:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:21:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:21:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:21:00 2026,4672,SYSTEM,N/A
Wed Feb 25 10:21:00 2026,4624,SYSTEM,-
Wed Feb 25 10:20:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:20:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:19:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:19:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:19:17 2026,4672,SYSTEM,N/A
Wed Feb 25 10:19:17 2026,4624,SYSTEM,-
Wed Feb 25 10:19:05 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:19:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:19:05 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:19:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:19:05 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:19:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:19:05 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:19:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:19:05 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:19:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:19:02 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:19:02 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:18:59 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:18:59 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:18:59 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:18:59 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:18:59 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:18:59 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:18:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:18:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:18:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:18:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:18:28 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:18:28 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:17:53 2026,4672,SYSTEM,N/A
Wed Feb 25 10:17:53 2026,4624,SYSTEM,-
Wed Feb 25 10:17:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:17:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:16:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:16:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:15:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:15:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:14:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:14:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:14:07 2026,4672,SYSTEM,N/A
Wed Feb 25 10:14:07 2026,4624,SYSTEM,-
Wed Feb 25 10:14:05 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:14:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:14:05 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:14:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:14:05 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:14:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:14:05 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:14:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:14:05 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:14:05 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:13:59 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:13:59 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:13:59 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:13:59 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:13:38 2026,4672,SYSTEM,N/A
Wed Feb 25 10:13:38 2026,4624,SYSTEM,-
Wed Feb 25 10:13:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:13:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:13:05 2026,4672,SYSTEM,N/A
Wed Feb 25 10:13:05 2026,4624,SYSTEM,-
Wed Feb 25 10:12:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:12:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:11:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:11:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:10:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:10:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:10:24 2026,4672,SYSTEM,N/A
Wed Feb 25 10:10:24 2026,4624,SYSTEM,-
Wed Feb 25 10:10:23 2026,4672,SYSTEM,N/A
Wed Feb 25 10:10:23 2026,4624,SYSTEM,-
Wed Feb 25 10:10:03 2026,4672,SYSTEM,N/A
Wed Feb 25 10:10:03 2026,4624,SYSTEM,-
Wed Feb 25 10:09:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:09:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:06 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:09:06 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:06 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:09:06 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:06 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:09:06 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:06 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:09:06 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:05 2026,4672,SYSTEM,N/A
Wed Feb 25 10:09:05 2026,4624,SYSTEM,-
Wed Feb 25 10:09:04 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:09:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:04 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:09:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:04 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:09:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:04 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:09:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:04 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:09:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:00 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:09:00 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:00 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:09:00 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:00 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:09:00 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:00 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:09:00 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:09:00 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:09:00 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:08:59 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:08:59 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:08:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:08:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:08:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:08:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:08:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:08:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:08:48 2026,4672,SYSTEM,N/A
Wed Feb 25 10:08:48 2026,4624,SYSTEM,-
Wed Feb 25 10:08:39 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:08:39 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:08:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:08:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:07:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:07:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:06:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:06:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:05:34 2026,4672,SYSTEM,N/A
Wed Feb 25 10:05:34 2026,4624,SYSTEM,-
Wed Feb 25 10:05:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:05:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:05:30 2026,4672,SYSTEM,N/A
Wed Feb 25 10:05:30 2026,4624,SYSTEM,-
Wed Feb 25 10:05:17 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:05:17 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:05:17 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:05:17 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:05:17 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:05:17 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:59 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:04:59 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:04:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:30 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:04:30 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:26 2026,4672,SYSTEM,N/A
Wed Feb 25 10:04:26 2026,4624,SYSTEM,-
Wed Feb 25 10:04:17 2026,4672,SYSTEM,N/A
Wed Feb 25 10:04:17 2026,4624,SYSTEM,-
Wed Feb 25 10:04:15 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:04:15 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:15 2026,4672,Server-PC,N/A
Wed Feb 25 10:04:15 2026,4624,Server-PC,127.0.0.1
Wed Feb 25 10:04:15 2026,4624,Server-PC,127.0.0.1
Wed Feb 25 10:04:04 2026,4672,SYSTEM,N/A
Wed Feb 25 10:04:04 2026,4624,SYSTEM,-
Wed Feb 25 10:04:04 2026,4672,SYSTEM,N/A
Wed Feb 25 10:04:04 2026,4624,SYSTEM,-
Wed Feb 25 10:04:04 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:04:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:04 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:04:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:04 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:04:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:04 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:04:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:04 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:04:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:04:04 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:04:04 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4672,SYSTEM,N/A
Wed Feb 25 10:03:58 2026,4624,SYSTEM,-
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,-
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,::1
Wed Feb 25 10:03:58 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Wed Feb 25 10:03:58 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
